sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price,price_bucket_proxy
2068.3,4,3.7,6.77,2005,2,721000.0,706041.76
1817.3,1,1.3,9.11,1977,1,585700.0,573793.45
2092.3,3,3.6,2.48,1990,1,592500.0,580283.68
1326.4,2,3.0,4.43,2019,1,466600.0,456735.28
1514.2,1,1.6,2.27,2020,2,433600.0,425259.95
2600.2,3,3.1,6.62,2005,0,723500.0,709462.26
1671.6,3,2.8,7.56,1996,3,626300.0,613973.47
1476.5,2,2.7,9.39,1980,1,592300.0,580039.97
2268.3,2,2.8,3.51,1973,3,598800.0,586989.37
2592.9,1,1.4,9.55,1984,1,758100.0,741981.66
2359.5,4,3.7,1.57,1986,2,594900.0,583663.5
2498.0,5,5.0,6.43,1999,1,803500.0,786780.92
1621.6,2,2.6,1.51,2019,0,438600.0,429267.77
1289.1,2,2.0,9.04,2019,2,602400.0,590409.65
2750.7,4,4.1,5.77,1982,2,778200.0,762738.08
1838.7,4,3.8,7.02,1990,1,639600.0,626771.63
1874.6,3,3.1,8.48,2006,2,700800.0,686228.94
2664.1,1,2.0,2.35,2019,2,620200.0,608362.67
2278.1,1,2.1,1.35,1988,2,508100.0,497095.03
2227.9,3,3.2,8.91,2006,1,770400.0,754250.37
3082.5,3,3.7,3.83,1989,2,765700.0,750332.51
1678.2,1,1.7,2.16,2010,1,414200.0,405283.88
2463.9,3,3.5,5.22,1985,1,718900.0,705133.31
2028.5,1,1.7,6.38,1979,2,574400.0,562322.89
2134.3,4,4.4,1.28,1997,1,571300.0,560652.51
2764.2,2,2.9,3.47,1978,0,664600.0,651825.56
2253.9,1,1.3,1.3,1986,2,467300.0,458571.53
2269.1,3,3.7,4.78,1984,2,652600.0,640491.55
2536.3,3,3.6,9.06,1999,1,819000.0,802660.61
1817.5,5,5.0,9.84,1997,1,753200.0,737629.51
1580.4,3,3.0,6.73,2011,3,618200.0,605784.5
1477.6,2,2.8,2.45,1982,1,412700.0,404162.67
1016.8,3,3.6,9.15,1988,2,553100.0,541683.4
3028.1,2,2.3,5.65,1974,2,764700.0,749481.43
1448.4,4,4.5,2.38,2018,1,469500.0,459954.15
1889.4,3,2.8,9.3,1962,3,663200.0,649559.9
1861.6,3,2.9,7.82,1969,2,615600.0,603165.3
2153.7,1,1.8,7.59,1974,1,650200.0,637470.49
2407.9,3,3.3,7.38,2015,2,743900.0,729500.21
2430.2,4,4.1,2.8,1975,2,652800.0,638942.54
1708.5,4,3.5,2.9,1976,2,510800.0,500432.4
1916.4,2,3.0,7.19,2023,2,659700.0,646435.33
2141.3,2,2.0,2.98,1978,1,558700.0,546934.74
1875.7,4,3.6,4.95,1970,1,575900.0,564322.15
2803.7,4,3.5,8.04,2007,1,864400.0,847186.0
2245.5,1,1.8,8.06,1964,0,645900.0,633241.42
2367.4,3,3.7,5.08,1964,0,643400.0,630570.58
2331.4,2,2.7,8.13,2023,2,790200.0,773955.53
2586.7,4,4.3,8.55,2017,2,834900.0,819208.02
2090.5,1,1.3,6.89,1973,2,629000.0,616834.56
1351.6,2,2.5,3.06,2009,2,448700.0,440002.36
2199.8,4,4.0,3.47,1985,2,623400.0,611434.42
1674.3,1,1.7,3.83,1967,1,472700.0,463368.3
1735.7,3,2.8,2.05,1964,2,437800.0,429687.15
2293.2,3,3.4,3.46,1966,1,592000.0,580188.44
2619.1,2,2.5,2.89,2022,3,665100.0,651798.87
2010.6,3,3.5,5.1,1975,2,614500.0,602527.61
2154.4,3,3.2,9.18,2014,1,737100.0,723146.18
2851.1,2,2.1,1.94,1973,2,653800.0,641480.02
2120.4,3,3.4,7.48,1996,2,700500.0,686786.42
3300.8,4,3.7,7.19,2015,0,915000.0,896958.31
2282.8,4,4.4,1.86,2000,2,628100.0,615886.02
1119.6,2,2.6,9.3,1963,1,503700.0,494118.81
2376.7,2,2.2,6.12,1995,0,648800.0,636473.37
2190.6,2,3.0,4.27,2007,3,676800.0,663145.71
2644.9,3,3.3,7.81,2015,2,812600.0,797007.03
2336.6,3,2.8,3.32,1976,2,581600.0,570139.5
1930.8,3,3.4,7.24,2006,2,658500.0,645655.47
1387.9,1,1.5,1.36,1995,1,335700.0,329676.97
1895.5,1,2.1,8.55,1965,2,631600.0,619341.53
1574.7,3,3.6,5.03,1975,2,534300.0,524072.0
1709.7,3,3.7,6.73,1988,3,623800.0,611129.29
2294.3,2,2.5,2.99,1995,1,580200.0,569345.16
2835.0,3,3.2,7.09,1997,2,816400.0,800419.84
2197.3,2,2.8,7.95,1996,3,711100.0,696941.03
1402.1,4,3.6,5.26,2007,2,543400.0,533082.54
2222.3,4,4.0,6.56,2021,3,763300.0,749327.92
2598.3,2,2.5,5.11,2016,1,715200.0,700311.54
1695.1,2,2.1,9.05,2007,3,661600.0,647966.13
1933.0,3,3.2,5.48,1969,2,603100.0,592380.65
2007.3,2,2.9,8.58,2000,0,685800.0,672297.35
1607.6,3,3.6,8.21,1995,3,645200.0,632391.43
2324.1,4,3.6,4.69,1988,1,676700.0,663108.31
1939.5,3,2.8,3.07,1973,1,542700.0,532450.22
2209.8,4,3.8,4.65,1963,2,632200.0,620861.62
1556.3,3,3.6,8.44,2003,0,600800.0,588451.41
1781.3,2,2.1,3.05,2015,1,488300.0,478485.56
2361.2,3,3.5,5.72,2001,2,710600.0,696212.64
1813.6,3,2.9,8.25,2022,0,634400.0,622078.43
2863.5,3,3.4,4.18,1995,1,750700.0,736297.2
1800.2,2,2.4,6.78,2009,0,589900.0,578912.47
2112.3,1,2.0,3.21,2004,1,561700.0,550849.36
2466.3,5,4.5,1.98,1972,2,642000.0,630419.67
1290.8,2,2.6,8.15,2005,2,550200.0,538908.62
1119.6,5,4.5,1.89,2022,3,474200.0,464298.73
1237.2,5,5.0,3.44,1977,2,498100.0,488872.67
2631.3,4,4.4,8.7,1992,1,829200.0,812677.42
1724.1,3,2.9,4.12,1980,3,541800.0,530276.03
3279.1,3,3.6,9.76,1975,2,958800.0,939465.97
1717.9,4,4.1,9.82,1974,2,700700.0,686813.83
2092.3,2,2.1,3.41,2013,2,575600.0,563764.88
2771.1,3,3.2,1.37,2016,3,710400.0,695684.67
3003.0,3,2.9,7.35,1964,2,798800.0,782720.19
3030.8,3,3.5,5.06,2020,1,810700.0,793953.73
2604.2,3,3.5,1.91,1965,2,634100.0,621735.57
2512.0,2,2.1,7.37,1997,0,728000.0,712468.1
2296.3,3,3.3,1.28,1962,1,561800.0,550609.21
2389.2,4,4.3,8.83,2007,1,828000.0,811699.75
1724.4,2,2.9,2.25,1971,1,445900.0,436936.73
1590.9,4,4.0,2.15,1995,0,495500.0,486136.61
1998.3,3,3.7,2.58,1992,0,528500.0,517244.72
1914.9,4,4.0,9.64,1995,2,755700.0,740235.46
1773.4,3,3.1,7.24,1992,2,655100.0,641832.98
2348.2,4,4.3,8.21,1990,3,811800.0,795920.36
2477.7,1,1.7,4.58,1980,1,623400.0,611041.25
2044.2,4,4.0,4.03,1986,2,612500.0,601321.68
2738.8,1,1.7,3.11,1986,3,634000.0,620917.11
1429.2,4,4.3,5.33,1967,1,522300.0,511156.51
1903.2,5,5.1,5.97,2015,2,675200.0,662590.54
1641.6,2,2.4,6.69,1996,2,558300.0,546418.57
1066.7,2,2.3,3.31,2021,0,363400.0,356473.53
1958.7,4,4.0,9.54,1991,2,736900.0,721672.66
1939.1,2,2.6,2.53,2023,2,543400.0,531497.34
2756.7,4,3.7,9.69,1985,0,867000.0,849472.61
2315.4,2,2.8,1.13,1961,0,500500.0,490939.75
1487.9,2,2.5,5.33,1971,0,485900.0,475571.11
2927.0,5,4.6,4.0,1981,1,780800.0,765472.05
2610.5,3,2.9,5.04,1976,2,696700.0,683147.43
2291.0,4,3.7,6.14,1966,2,698400.0,683796.15
1886.8,2,2.9,4.92,2002,1,600500.0,588376.12
1520.3,3,3.1,4.73,1963,3,511600.0,502156.54
1813.9,3,2.9,7.59,2023,1,651100.0,638403.3
2544.4,3,3.2,7.17,1996,0,726600.0,711937.25
2942.3,3,3.1,8.5,1997,1,860600.0,843595.65
2771.6,3,2.8,3.25,1991,2,707100.0,692615.37
1755.6,3,3.1,6.49,1970,1,572500.0,561606.85
1440.2,2,2.5,6.27,1960,1,460900.0,452238.63
2070.4,4,4.1,4.33,1984,0,596500.0,584630.45
1115.8,2,2.4,5.37,2001,2,468600.0,459343.35
2161.6,3,3.2,3.82,2011,3,660400.0,646692.6
1926.2,2,3.0,2.28,1983,1,484700.0,474329.98
1767.0,3,3.1,2.92,2012,1,535100.0,524209.7
1202.6,3,3.0,1.95,2002,2,382100.0,374414.3
2256.8,2,2.2,7.15,2015,2,726400.0,712403.31
1733.6,1,1.7,6.95,2022,1,584400.0,573173.21
1415.0,2,2.8,9.56,1976,3,614200.0,602008.42
600.0,3,3.0,7.57,1967,2,378100.0,371133.27
1986.2,4,4.2,1.47,2018,1,571200.0,559304.26
2886.1,1,1.3,8.96,2004,2,829100.0,813056.67
2830.6,3,3.2,8.76,1986,3,875600.0,857692.79
1771.5,2,2.8,4.99,2011,2,581700.0,570685.85
1698.9,3,3.1,6.27,1977,0,559400.0,548205.33
2234.4,4,4.1,9.78,1986,1,777800.0,761244.86
1500.8,2,2.2,5.79,1981,1,509800.0,499969.08
2150.9,3,3.5,9.15,1975,1,724000.0,709924.77
2383.0,1,1.3,1.75,1961,2,510900.0,500453.71
2613.5,1,2.1,2.72,1964,2,588000.0,576054.37
1949.9,2,2.2,4.97,1977,2,543000.0,532060.23
1898.2,1,2.1,6.26,1962,3,562400.0,550189.42
1561.0,3,3.1,8.35,1986,1,619200.0,605633.64
1586.6,3,3.5,9.89,2013,2,685000.0,671950.81
1886.8,3,3.1,4.5,1976,2,559200.0,547603.97
2183.7,2,2.9,1.43,1975,1,527600.0,517975.63
2456.8,2,2.1,8.21,1965,2,714200.0,700601.2
1598.4,3,2.9,6.44,2010,0,569900.0,559285.6
2746.3,5,4.7,2.79,1966,2,717500.0,702824.85
1864.4,1,1.3,5.45,2009,2,573400.0,561127.8
1989.3,4,3.7,7.68,1973,1,651200.0,637632.56
1626.4,3,3.7,7.93,1997,2,617300.0,604730.77
787.9,3,3.7,5.5,1999,2,395300.0,386207.39
2442.0,3,3.1,3.75,1974,1,632700.0,619808.29
2368.4,1,2.2,9.76,2006,0,766800.0,751363.16
1859.3,1,1.8,6.97,2006,1,584800.0,572456.79
2033.5,3,3.0,4.67,2007,2,613800.0,601003.76
2258.0,2,2.7,3.52,1992,2,615600.0,603177.7
1218.7,4,4.2,7.58,2002,3,598900.0,587100.14
1735.5,3,3.7,3.18,1986,2,520700.0,509840.59
2397.1,2,2.3,2.55,1988,2,605400.0,593438.13
1372.9,3,3.4,5.77,2023,1,521400.0,511040.42
2146.8,2,2.1,3.61,2016,2,617300.0,604977.44
1321.7,3,2.9,6.66,1996,1,555200.0,543769.99
2233.2,3,2.8,2.06,1964,1,553100.0,541371.31
1982.2,4,4.5,6.89,1988,2,654300.0,642062.23
1192.4,4,4.3,3.55,1991,0,431400.0,423087.15
2582.4,3,3.5,1.0,2019,2,653300.0,640736.87
1632.7,3,3.3,2.14,2012,2,487300.0,477512.19
1594.9,4,3.8,9.4,1965,1,660800.0,647501.99
2100.3,2,2.2,8.81,1961,1,674200.0,660961.33
2574.3,1,1.5,3.1,1965,2,587300.0,574636.66
1492.1,2,2.4,8.01,2005,2,584000.0,571762.68
2030.8,2,2.8,6.48,2002,1,621300.0,608475.11
2214.4,3,3.3,9.74,1963,1,736300.0,721346.72
2346.6,3,2.8,4.36,2015,2,665700.0,651946.15
2088.2,3,2.8,7.13,1988,2,692800.0,679110.4
1816.5,1,1.4,1.57,2018,1,486200.0,476516.72
1586.2,3,3.2,4.57,1984,1,490800.0,481680.43
2043.1,2,2.9,9.67,1968,2,672000.0,659796.88
1463.9,3,3.4,5.85,2015,2,555900.0,544150.57
600.0,3,3.6,3.59,1962,3,294800.0,288977.65
2218.3,2,2.5,2.08,1985,2,552000.0,541032.76
2452.0,2,2.4,7.33,2007,3,762300.0,747046.9
818.5,1,1.4,6.8,2002,1,415200.0,406353.59
1495.1,4,4.4,4.37,1986,2,534900.0,523743.4
2309.6,4,4.3,9.56,1995,0,791400.0,775692.2
3028.7,3,2.9,1.2,1991,2,670100.0,656225.32
2010.4,2,2.5,3.73,1960,1,525600.0,515167.64
1636.0,3,3.2,9.29,2016,1,666000.0,652557.03
1908.6,3,3.4,3.89,2012,2,597700.0,585816.83
2687.4,4,4.4,3.27,2013,2,730100.0,715021.35
1677.0,2,2.6,5.81,1975,0,513700.0,503504.73
1600.4,1,1.8,8.41,2010,2,572900.0,561001.52
1758.6,3,2.8,1.93,2007,1,456600.0,447548.35
1523.3,3,2.8,9.49,1970,1,591400.0,580241.7
2061.3,2,2.2,8.16,1985,2,647800.0,634974.49
2812.3,1,1.3,2.63,1999,1,648900.0,636082.94
2161.5,3,3.5,7.41,2022,3,733100.0,718846.6
1873.8,4,4.2,4.46,2014,1,604400.0,591610.22
1854.1,5,4.4,4.62,1960,2,582300.0,571513.46
1218.4,3,3.6,8.05,1985,2,500300.0,489766.21
2441.6,3,2.9,9.67,1987,1,815100.0,799237.83
1961.1,1,1.6,2.14,2012,1,477300.0,468127.45
1909.8,3,3.0,4.79,2017,2,603800.0,591272.92
3596.6,3,3.1,5.33,1968,2,867400.0,850556.44
2149.4,3,3.0,4.39,2019,1,649300.0,636562.91
1624.1,3,3.2,4.27,2018,2,551000.0,540924.99
1786.8,2,2.4,1.47,2003,0,439200.0,430512.69
2574.2,1,2.2,7.17,1981,1,704900.0,690747.73
2056.6,2,2.1,4.93,1967,1,589300.0,577256.62
1280.9,1,1.4,2.75,2017,0,375700.0,367314.32
2459.6,2,2.1,8.34,2008,2,762200.0,746796.89
1665.9,5,4.9,8.22,2001,2,677900.0,664204.05
2936.6,3,2.8,5.38,1986,3,764000.0,748851.03
2540.0,3,3.6,3.69,1998,2,685600.0,671176.45
1776.3,4,4.0,6.74,1978,3,645600.0,632568.49
2640.5,5,4.8,3.59,1984,2,753400.0,738620.13
2033.9,3,3.3,3.12,1997,2,544700.0,534143.75
2426.4,4,3.7,7.57,1980,3,759600.0,743478.09
2242.4,2,2.2,1.36,1983,2,523800.0,513677.2
1576.8,2,2.3,1.85,1983,0,406100.0,397854.71
1678.2,3,3.3,1.06,2019,2,478200.0,468543.49
2515.0,3,3.0,2.38,2019,3,668500.0,653947.74
1832.6,3,2.9,1.62,1978,2,490700.0,481632.79
1798.2,2,3.0,9.96,2009,2,684400.0,670800.4
1522.4,2,2.0,3.6,2006,2,488800.0,478258.27
2211.8,3,3.6,2.34,1961,3,582200.0,570743.6
3031.3,2,2.8,3.17,1973,0,694100.0,680390.24
1466.2,3,3.0,9.43,2012,2,666200.0,653487.27
2012.1,3,2.9,5.68,1991,1,642200.0,629201.16
2706.1,3,2.9,4.28,2001,2,740800.0,725990.0
1960.2,4,4.2,8.86,1991,2,684300.0,670292.6
2226.2,4,4.1,4.55,1987,1,679100.0,665816.97
1468.8,3,3.5,4.02,2007,1,511300.0,500682.25
2214.2,3,3.7,2.87,1998,2,640100.0,626851.5
1906.4,3,3.4,4.4,1999,0,588700.0,576892.1
2492.9,2,2.2,3.85,2001,1,667800.0,653831.07
2593.7,1,1.5,7.1,2006,2,747200.0,733057.07
3294.8,2,2.8,3.61,1999,1,808200.0,792999.63
2289.8,3,3.0,6.19,1972,1,697500.0,683323.2
2162.9,3,2.8,1.59,1971,3,549800.0,538110.7
2097.2,4,4.2,2.72,1967,1,548000.0,537208.3
1823.4,2,2.4,4.67,1974,1,520300.0,509652.95
2169.2,2,2.9,9.43,1985,2,736900.0,722749.34
1852.3,5,4.9,4.4,1971,2,607000.0,594466.43
2084.2,2,2.1,6.98,2002,3,649700.0,636978.26
2658.8,3,3.7,3.3,2010,3,695900.0,682039.0
1496.7,3,3.0,2.14,2005,2,448900.0,439583.87
2569.9,3,3.1,1.53,1986,1,625900.0,613502.02
2658.6,1,1.7,3.75,1977,0,645000.0,632539.27
1941.0,1,1.3,2.42,2004,1,499400.0,489455.42
939.1,2,2.5,2.57,1995,0,337000.0,330308.64
1696.1,3,2.9,7.85,2022,2,649700.0,636269.61
2648.5,3,3.2,1.14,2008,2,621000.0,609152.1
1988.6,2,2.4,6.02,2010,0,600400.0,588914.27
1500.3,3,3.5,4.42,1986,2,504400.0,494106.72
1747.6,4,4.3,5.56,1968,1,574100.0,562555.86
2420.3,1,1.4,6.07,2014,1,673100.0,660345.11
2273.4,3,3.1,3.82,1998,2,643900.0,630455.21
1880.5,3,3.1,3.66,1960,1,534900.0,524504.14
1816.6,2,2.2,7.6,1966,1,584000.0,572040.69
1804.1,2,2.8,8.84,1985,0,600800.0,589673.04
1538.8,3,3.5,2.73,1966,1,439900.0,431133.72
2807.7,4,3.7,1.88,2011,2,718200.0,704466.19
1838.8,4,3.9,9.08,1966,3,717900.0,703161.34
2608.6,3,2.9,4.15,1967,1,660200.0,646371.74
2760.7,3,3.4,5.96,1975,1,761500.0,746152.87
2499.2,3,2.9,4.24,1962,2,661500.0,648401.34
1784.2,3,3.7,2.13,2004,3,529700.0,518850.63
2201.9,3,3.5,6.3,1969,1,672100.0,659037.15
1987.9,2,2.4,5.73,2009,1,599100.0,587013.02
1548.1,3,3.3,2.83,1966,2,450100.0,440057.28
2162.2,3,3.7,5.07,1980,2,641100.0,628554.41
1410.5,3,3.3,8.17,2012,0,574800.0,562862.73
2593.8,4,3.7,6.31,2021,2,805600.0,789307.2
1767.7,1,1.6,1.87,1996,1,427300.0,419530.57
2100.6,2,2.8,5.93,1990,2,637400.0,625538.41
2141.6,1,1.9,7.32,1982,2,642500.0,629362.25
1870.5,4,4.2,8.13,2016,2,718500.0,704418.89
2293.3,3,3.6,6.66,1986,1,691500.0,677393.86
1762.5,2,2.9,2.37,2015,1,490300.0,480350.56
2435.6,3,3.7,7.39,1981,1,740800.0,725681.11
1327.0,3,2.8,7.1,1998,2,548300.0,536471.83
2063.2,4,4.0,1.22,2016,1,564600.0,553355.53
2969.5,3,3.5,4.71,2021,1,823500.0,807174.08
1499.8,3,3.5,4.0,1986,1,472800.0,463008.5
1661.1,4,4.1,7.02,2013,2,645300.0,632937.9
2257.0,2,2.2,2.95,2008,1,561100.0,549659.96
2089.8,2,2.8,6.32,1963,1,615700.0,603067.39
2175.3,3,3.5,9.22,1983,1,720700.0,706549.25
2244.6,5,4.3,8.18,1982,2,768600.0,752456.66
2317.4,3,3.2,9.29,2007,2,784900.0,769655.34
2554.8,1,1.4,9.81,1978,2,775500.0,759788.92
2204.9,2,2.3,1.1,2001,2,526400.0,516366.64
1879.4,3,2.8,6.6,1962,3,604700.0,593250.07
2336.3,2,2.4,4.72,1986,1,649600.0,636928.08
2949.9,3,3.3,8.74,1962,3,869900.0,852096.01
1933.7,5,4.9,3.27,1987,0,576700.0,564540.58
1512.7,3,3.4,9.83,2022,1,659700.0,645788.96
2553.5,3,3.6,6.52,1976,2,768400.0,753583.46
1939.8,3,3.0,8.14,1990,1,664200.0,650848.6
913.7,2,2.1,1.77,1969,1,270800.0,265084.39
2423.7,4,4.4,2.65,2008,1,653500.0,640363.96
1732.3,3,2.9,7.83,1981,2,615800.0,604024.31
1954.7,3,3.7,1.2,1989,1,495500.0,485979.37
2166.0,3,3.6,8.35,2021,2,736500.0,721989.25
2095.2,3,3.3,1.13,2008,2,531400.0,521090.94
2354.7,3,3.7,6.91,1980,2,709700.0,695596.09
1782.3,1,1.3,4.29,1995,1,505400.0,495443.06
2256.6,4,3.8,6.5,2012,3,740200.0,725506.51
1870.2,4,4.1,7.26,1982,1,651900.0,638861.97
2369.4,3,3.1,4.08,1997,0,659400.0,646588.69
2307.7,5,5.2,1.97,1971,0,630300.0,617874.64
1532.3,2,2.1,1.63,1984,2,406600.0,398027.64
2543.0,3,3.3,6.3,2013,0,732800.0,718408.44
1732.0,3,3.3,5.69,2016,0,570300.0,559017.62
2404.0,3,3.4,7.68,1979,1,746100.0,731483.71
2183.6,3,3.0,5.59,2008,1,659100.0,645865.9
2919.1,2,2.4,4.8,2008,2,756900.0,742167.87
1888.3,2,2.8,4.58,2001,2,558700.0,547495.3
1825.3,3,2.9,1.24,1966,2,452600.0,443909.94
1990.3,2,2.8,4.02,1988,1,559600.0,548179.76
1848.4,3,3.3,9.78,2007,1,689800.0,675810.37
2400.0,2,2.8,8.86,1988,3,784500.0,769111.03
1191.8,1,2.0,3.96,1972,0,354200.0,346950.11
1473.2,3,3.0,6.29,1962,2,522800.0,513446.89
1466.1,3,3.3,8.63,1961,1,554900.0,544085.22
2475.2,4,4.4,4.97,1975,3,724400.0,709924.46
2855.3,3,3.2,1.16,1989,1,654700.0,642015.95
1947.8,2,3.0,1.67,1997,1,497200.0,487015.66
1915.6,4,4.0,5.59,1965,2,638700.0,626387.51
2035.0,3,2.9,9.72,2004,2,747100.0,732605.62
2580.9,1,1.6,7.24,1966,1,682600.0,669574.77
1536.3,3,3.7,1.64,1964,2,419400.0,410791.6
2119.2,4,3.8,2.7,2015,2,627600.0,614436.63
2487.6,3,3.6,7.94,1966,0,758800.0,743318.92
2250.5,2,2.9,8.57,1993,0,714900.0,700461.18
2094.8,2,2.4,6.56,2022,1,669800.0,657237.61
2500.5,2,2.1,6.8,1991,0,709200.0,696113.51
648.4,3,3.5,1.26,2008,2,314800.0,308676.33
2338.9,3,3.1,8.46,1972,1,705000.0,690904.7
1673.0,1,2.0,8.09,1989,1,585700.0,573811.05
1084.7,4,3.9,3.33,1984,1,429300.0,421126.35
2255.6,4,4.0,7.38,1980,2,714400.0,701206.29
2686.8,3,3.5,2.93,2019,0,677900.0,665234.93
1931.3,4,3.9,1.36,2018,0,522100.0,512226.99
2476.4,1,1.7,2.81,1980,0,556500.0,545931.65
2806.1,3,3.1,2.61,1987,3,696900.0,683378.15
2657.5,3,3.1,4.04,2007,0,702800.0,688720.35
2820.0,4,4.0,4.77,2017,2,813300.0,796665.73
2371.1,4,4.3,5.58,1979,0,709200.0,695005.59
2037.7,2,2.4,5.29,1993,0,571700.0,560477.17
1199.0,4,4.0,3.44,1964,2,420300.0,411167.18
1877.0,2,2.7,1.26,1977,1,475200.0,465619.52
1578.4,4,3.8,6.45,2019,3,637800.0,624631.03
3085.5,5,4.5,4.56,1998,3,860100.0,843404.92
1912.1,2,2.9,3.69,2002,2,561900.0,550387.15
2061.6,3,3.5,8.8,2016,2,742500.0,727814.11
2275.7,1,1.8,7.72,2016,1,701900.0,687511.99
2021.8,3,3.4,8.72,1970,1,680700.0,667884.85
2847.5,3,2.8,5.45,2013,3,804000.0,787069.62
1688.7,3,3.4,2.18,1976,2,454400.0,445549.92
2097.3,4,4.0,7.27,2007,2,714400.0,699473.37
1628.8,3,3.3,2.85,2004,1,484200.0,474261.33
1340.0,3,3.1,4.97,1981,0,458900.0,449825.09
1694.1,4,3.6,1.59,1996,3,492700.0,482973.68
1981.5,5,4.4,8.43,1979,1,712400.0,698266.63
1785.3,1,2.2,2.13,2007,1,441000.0,432255.87
1653.8,5,4.7,9.13,2019,0,712700.0,698125.08
1296.8,1,1.7,8.78,2013,2,549400.0,538329.97
1958.4,4,3.6,5.18,2013,0,602100.0,590073.82
1247.6,2,2.0,7.7,2007,2,516100.0,505875.68
2380.0,2,2.7,6.58,2007,0,697800.0,683811.16
2041.2,3,3.3,8.23,2005,2,705600.0,691852.8
1271.2,3,3.3,4.89,1965,2,449100.0,440164.69
1845.4,3,3.0,8.07,1993,1,650300.0,637394.66
1623.9,1,2.0,5.16,2022,2,535100.0,524206.67
2159.6,3,2.9,9.47,1973,1,704100.0,689491.78
2670.2,4,3.7,5.38,2007,1,775300.0,759871.01
1062.4,3,3.2,5.16,1982,2,429300.0,421317.72
2057.5,2,2.3,8.07,2021,1,688100.0,674559.93
1919.9,3,3.0,8.39,1979,1,661100.0,647469.25
2335.7,1,1.9,5.99,1972,1,619700.0,607713.37
2106.6,4,4.2,2.62,2006,1,586500.0,574602.44
1624.0,4,4.3,5.21,2003,2,584300.0,572971.33
1840.5,3,3.2,9.71,2000,1,723900.0,709237.6
1602.0,3,2.8,7.78,1991,3,595800.0,584060.65
2538.0,4,3.8,8.3,1985,3,845300.0,828134.75
2010.7,3,3.7,1.3,2009,0,519000.0,508373.47
2950.6,4,4.1,5.21,2012,1,822700.0,805462.87
1969.7,3,3.5,6.82,1973,2,626100.0,613834.04
1645.8,4,3.5,8.47,2011,1,649200.0,636401.08
1243.1,3,3.3,1.44,2016,0,381700.0,374279.22
1098.4,3,2.8,8.67,1995,1,515400.0,505229.67
1207.9,5,4.8,5.94,1967,2,520900.0,510100.87
2133.6,3,3.7,2.78,1999,2,587900.0,576624.95
2254.4,3,3.7,3.86,1981,0,636100.0,623874.39
1209.4,2,2.5,3.54,1981,0,365400.0,357697.88
2447.5,3,3.2,5.78,1975,3,711900.0,697928.06
1758.5,3,3.7,1.47,1986,2,487100.0,477795.5
2073.4,2,2.7,2.43,2015,2,544200.0,533080.95
2806.1,1,1.3,8.31,2019,2,821100.0,804529.98
2448.4,3,3.2,2.19,2020,1,631000.0,618647.06
1865.7,4,3.7,3.1,2019,2,547600.0,535892.84
1554.4,3,3.2,5.08,1969,1,517300.0,506409.74
924.1,2,2.5,5.65,1984,1,380100.0,372003.11
1640.4,3,3.3,7.87,1990,2,605000.0,592001.84
1894.4,1,1.6,5.03,1980,1,537200.0,526998.47
1506.4,3,2.9,8.11,1986,3,599300.0,586319.93
1934.4,2,2.5,6.57,1976,1,608900.0,596893.56
2038.4,2,2.8,2.02,1992,3,554700.0,544011.84
1887.6,2,2.7,2.41,1990,3,506700.0,496419.2
1675.0,3,3.1,4.93,2009,1,568100.0,556403.82
2084.3,1,2.2,4.57,2001,2,572300.0,560970.42
2221.0,3,3.7,7.69,1985,1,745000.0,730100.92
1454.8,3,3.0,6.23,1980,3,534100.0,523919.75
2705.5,3,2.8,4.49,1995,1,731300.0,715359.74
1950.7,3,3.5,2.54,1960,2,534200.0,523056.65
2009.4,4,4.3,3.04,1963,1,566500.0,555450.79
2354.1,2,3.0,6.18,1963,1,646600.0,633693.22
2116.6,3,3.6,4.81,1985,1,617200.0,605232.02
2476.6,1,1.9,5.63,1963,1,604500.0,592541.01
2143.6,1,1.8,2.54,2008,2,547600.0,536580.63
1693.8,3,2.8,6.97,1968,2,589300.0,577362.86
2180.8,3,3.0,8.67,1989,2,735600.0,722050.53
1428.1,4,4.0,3.32,2010,1,453500.0,445197.47
2054.3,3,3.4,5.42,2004,1,617400.0,605299.75
1983.4,5,4.8,9.78,1963,0,725300.0,710833.23
1895.9,1,2.0,4.0,1964,2,507800.0,497913.07
1935.7,1,1.5,6.36,2020,3,622700.0,610659.42
1059.1,1,1.8,1.81,2004,1,315200.0,309105.41
1725.6,2,2.1,6.45,1982,0,554300.0,542838.31
2046.4,3,3.2,1.81,1975,1,503500.0,494322.26
2079.9,3,3.5,9.63,1981,2,748200.0,733359.1
1486.2,1,1.9,7.44,1996,2,547300.0,537360.97
2632.9,4,4.5,8.09,1967,2,821500.0,805163.57
1566.9,4,3.8,7.34,2007,1,615900.0,603459.17
2484.7,2,2.5,6.31,2021,2,761200.0,746668.07
2213.6,1,1.6,5.05,1992,2,611900.0,599812.59
1676.9,2,2.4,8.73,2014,1,617400.0,605118.71
2887.7,2,2.9,9.61,2019,2,895800.0,877283.82
1403.2,2,2.7,5.49,1997,0,493100.0,483568.11
2459.6,3,3.6,9.38,2002,1,800300.0,784047.34
2500.3,2,2.2,6.25,1975,2,711000.0,696556.1
1664.7,3,3.6,5.85,1964,1,552900.0,541596.73
2696.2,5,4.3,5.09,1975,2,736000.0,721499.52
1875.0,3,3.6,2.88,1966,2,527100.0,515790.31
