tenure_months,monthly_spend,support_tickets,contract_type,paperless_billing,usage_gb,churn
45,148.66,1,Month-to-Month,Yes,334.1,1
65,82.94,1,Two-Year,Yes,290.9,0
3,80.85,2,Two-Year,Yes,174.3,1
22,103.85,0,One-Year,Yes,178.4,0
56,92.23,1,One-Year,Yes,205.1,1
18,102.43,1,Month-to-Month,Yes,152.7,0
25,133.62,2,Month-to-Month,Yes,358.0,1
48,117.02,2,Two-Year,No,329.2,0
31,84.59,3,Month-to-Month,Yes,226.0,1
30,80.04,3,Month-to-Month,Yes,204.9,1
66,103.15,0,One-Year,Yes,188.9,0
10,79.24,2,Month-to-Month,No,148.9,1
71,79.51,0,One-Year,Yes,52.0,0
59,22.12,0,One-Year,Yes,141.4,0
51,42.63,2,One-Year,Yes,167.4,1
9,83.51,1,Month-to-Month,No,278.4,1
54,126.94,1,Month-to-Month,No,389.2,1
62,56.23,1,One-Year,Yes,203.9,0
9,87.94,3,Two-Year,Yes,472.9,1
9,64.85,3,Month-to-Month,Yes,415.4,1
24,33.62,2,Two-Year,No,492.6,0
39,144.58,0,One-Year,Yes,439.3,0
8,131.11,3,Two-Year,Yes,312.2,1
25,30.2,1,Month-to-Month,Yes,303.3,0
66,113.57,3,Month-to-Month,No,73.5,0
10,65.19,6,Month-to-Month,Yes,364.0,1
24,149.33,1,Month-to-Month,Yes,304.1,1
59,59.31,3,Two-Year,Yes,258.4,0
31,51.04,4,Month-to-Month,Yes,349.7,1
11,93.83,1,One-Year,Yes,227.6,0
6,128.57,2,Month-to-Month,Yes,266.7,1
70,45.03,2,One-Year,Yes,205.2,0
32,112.22,0,Month-to-Month,Yes,361.5,0
39,27.98,5,Month-to-Month,Yes,439.5,1
48,139.46,1,Month-to-Month,Yes,422.0,1
13,30.54,3,One-Year,Yes,395.2,1
59,138.85,4,Month-to-Month,Yes,16.8,1
67,83.8,0,Month-to-Month,Yes,456.8,0
56,78.25,1,Month-to-Month,Yes,144.7,0
41,146.53,2,Two-Year,Yes,445.1,0
56,148.75,1,One-Year,Yes,106.5,0
35,104.52,1,One-Year,Yes,225.4,0
38,36.53,3,One-Year,No,377.2,0
67,85.8,3,Month-to-Month,Yes,323.7,1
34,88.79,2,One-Year,Yes,213.8,0
70,86.88,1,Month-to-Month,Yes,342.5,0
11,94.03,1,Month-to-Month,Yes,279.0,0
27,22.43,4,One-Year,Yes,145.1,0
48,112.46,3,One-Year,No,326.7,1
24,112.61,2,Month-to-Month,Yes,110.1,1
18,35.01,1,Month-to-Month,Yes,350.1,0
27,94.13,1,One-Year,No,11.5,0
54,93.89,5,One-Year,Yes,278.9,1
55,108.72,2,Month-to-Month,Yes,206.5,0
21,31.1,2,Month-to-Month,Yes,158.5,0
59,101.45,2,Two-Year,Yes,262.7,0
34,56.5,2,One-Year,Yes,326.2,0
58,85.91,4,Two-Year,Yes,483.0,0
48,120.53,1,Month-to-Month,Yes,418.2,0
54,111.73,0,Month-to-Month,No,361.4,1
18,35.46,0,Month-to-Month,No,244.7,0
3,96.85,1,One-Year,No,202.2,1
24,145.99,3,Month-to-Month,No,25.9,1
1,40.38,1,Month-to-Month,Yes,186.0,0
6,130.88,2,Month-to-Month,Yes,425.7,1
19,111.33,2,One-Year,Yes,198.2,0
43,120.62,3,Month-to-Month,No,236.2,1
8,56.65,1,One-Year,Yes,143.2,0
69,57.43,4,Two-Year,Yes,144.3,0
52,137.78,1,One-Year,No,40.3,0
47,66.78,4,Month-to-Month,No,310.8,0
28,28.19,2,Two-Year,No,229.6,0
46,98.08,5,Month-to-Month,Yes,306.9,1
4,36.23,3,Month-to-Month,Yes,278.0,1
8,123.56,1,Two-Year,Yes,401.4,0
61,103.43,1,Month-to-Month,Yes,378.0,0
17,133.71,1,One-Year,Yes,388.0,0
34,122.03,2,Month-to-Month,Yes,254.6,0
20,34.57,0,One-Year,Yes,183.4,0
34,69.54,0,One-Year,Yes,467.4,0
43,120.69,2,Month-to-Month,No,36.6,0
10,74.25,1,One-Year,No,84.8,0
30,146.41,5,One-Year,Yes,215.6,1
25,115.65,1,Month-to-Month,Yes,310.8,0
57,22.01,1,Month-to-Month,Yes,14.0,1
63,134.4,2,Month-to-Month,Yes,362.5,1
71,33.1,0,Two-Year,No,283.8,0
47,38.27,1,One-Year,No,247.5,1
3,115.48,1,Two-Year,No,217.5,0
46,132.45,2,Month-to-Month,Yes,264.5,1
36,89.73,2,Month-to-Month,No,89.3,1
26,57.58,1,Month-to-Month,Yes,63.3,0
10,65.67,0,Month-to-Month,Yes,151.9,1
34,64.58,1,One-Year,Yes,357.7,0
8,62.47,3,Two-Year,No,298.3,0
55,51.58,2,Month-to-Month,Yes,245.3,0
10,99.15,2,Two-Year,Yes,290.0,0
57,137.05,3,Month-to-Month,Yes,284.0,1
45,59.92,2,Two-Year,Yes,160.5,1
50,44.27,1,Month-to-Month,Yes,57.8,0
64,129.02,3,Two-Year,Yes,449.4,1
2,116.43,1,Month-to-Month,Yes,304.0,1
45,141.01,2,Two-Year,Yes,351.9,0
62,41.52,0,Month-to-Month,Yes,237.4,0
14,38.75,0,Month-to-Month,Yes,380.7,1
15,90.39,5,Month-to-Month,Yes,296.4,1
14,99.88,1,Month-to-Month,No,36.4,1
31,82.42,3,One-Year,Yes,446.1,1
29,97.87,4,Two-Year,Yes,159.7,0
27,43.45,1,One-Year,Yes,77.6,0
9,82.35,0,One-Year,Yes,53.1,0
20,105.55,1,Month-to-Month,No,363.0,0
58,76.25,3,One-Year,Yes,354.9,0
49,108.33,0,Month-to-Month,Yes,353.1,0
57,78.65,1,Two-Year,Yes,458.7,0
16,63.37,0,Month-to-Month,Yes,181.0,1
8,59.47,2,One-Year,Yes,285.0,0
67,73.42,1,Month-to-Month,No,313.6,0
19,23.0,2,Month-to-Month,No,489.9,1
67,106.91,0,Month-to-Month,Yes,163.0,1
36,129.86,1,Month-to-Month,Yes,478.6,1
60,66.1,1,Month-to-Month,No,82.9,0
36,25.98,1,Month-to-Month,Yes,384.4,1
11,148.28,1,Two-Year,Yes,320.1,0
51,54.28,1,Month-to-Month,Yes,410.3,1
55,36.46,0,Two-Year,Yes,24.1,0
54,68.07,2,Month-to-Month,No,48.3,0
17,116.01,2,Month-to-Month,No,44.2,1
62,58.21,2,One-Year,No,300.6,0
42,94.71,1,One-Year,Yes,305.4,0
24,74.02,8,Month-to-Month,No,454.0,1
17,35.31,6,One-Year,Yes,239.1,0
48,62.94,0,Month-to-Month,Yes,43.3,0
70,114.23,0,One-Year,Yes,112.7,0
7,99.56,2,One-Year,Yes,14.0,1
14,35.57,2,Month-to-Month,Yes,390.6,1
11,41.23,3,Two-Year,No,409.6,1
12,103.3,2,One-Year,Yes,499.0,1
5,125.74,0,Month-to-Month,Yes,212.0,1
5,65.43,1,Two-Year,No,19.5,0
20,97.39,1,Two-Year,No,125.0,0
54,42.18,5,One-Year,Yes,298.0,1
55,60.48,1,Month-to-Month,Yes,481.4,0
58,22.64,3,Two-Year,No,60.8,0
30,119.88,2,Month-to-Month,No,69.6,0
24,72.13,4,Month-to-Month,Yes,353.9,0
3,126.1,1,Month-to-Month,Yes,336.9,1
48,112.09,2,One-Year,Yes,132.7,0
71,127.74,0,Two-Year,No,408.4,0
22,57.14,0,One-Year,Yes,73.1,0
14,44.06,1,Two-Year,Yes,463.6,0
48,146.35,2,Month-to-Month,No,108.5,1
29,113.25,2,Month-to-Month,Yes,49.9,1
50,128.43,3,One-Year,No,176.4,0
10,21.71,3,Two-Year,Yes,102.0,0
71,66.08,3,One-Year,Yes,268.2,0
27,116.57,1,Month-to-Month,Yes,346.6,1
28,30.14,1,Month-to-Month,No,250.6,0
9,93.75,0,Month-to-Month,No,333.7,1
71,75.78,1,Month-to-Month,No,188.8,0
26,22.29,5,Month-to-Month,Yes,23.7,1
8,50.68,1,Two-Year,Yes,487.3,0
2,57.02,2,One-Year,Yes,411.5,1
57,34.54,0,One-Year,Yes,46.0,1
52,102.1,1,Month-to-Month,Yes,230.1,1
58,51.51,2,Month-to-Month,No,321.2,0
3,56.09,1,One-Year,Yes,103.4,0
8,136.77,2,Two-Year,No,293.2,1
59,80.73,1,One-Year,No,271.5,0
2,70.98,0,Two-Year,Yes,112.0,0
62,114.1,3,Two-Year,No,79.2,0
49,138.25,0,Month-to-Month,Yes,381.9,1
20,23.25,2,Month-to-Month,No,168.1,1
29,78.27,3,One-Year,Yes,129.6,0
17,99.4,5,Month-to-Month,Yes,371.6,0
22,61.41,4,Month-to-Month,Yes,370.7,0
6,120.41,3,Month-to-Month,No,145.4,0
62,146.29,1,Month-to-Month,No,437.6,1
31,142.65,1,Two-Year,Yes,347.2,0
62,54.58,1,Month-to-Month,No,179.4,0
12,49.42,0,Month-to-Month,Yes,219.5,0
12,144.47,1,One-Year,No,366.1,1
63,79.62,3,One-Year,Yes,113.7,0
16,47.08,3,One-Year,Yes,239.7,0
25,111.91,0,Two-Year,Yes,330.2,0
22,56.97,1,One-Year,Yes,274.4,0
18,54.74,2,One-Year,Yes,308.1,0
45,134.3,4,Month-to-Month,Yes,277.6,1
68,41.12,2,Month-to-Month,Yes,107.6,0
12,28.37,1,One-Year,Yes,211.0,0
49,54.99,1,Two-Year,No,270.7,0
33,98.9,2,Two-Year,Yes,392.2,0
63,36.0,1,One-Year,Yes,330.4,0
18,81.31,4,One-Year,Yes,219.0,0
54,101.55,1,Month-to-Month,Yes,487.5,0
27,130.34,1,Month-to-Month,No,62.8,1
25,49.88,1,Month-to-Month,No,111.3,0
34,126.26,2,Month-to-Month,Yes,177.2,1
60,50.54,1,Month-to-Month,Yes,122.0,1
54,107.98,2,Month-to-Month,No,316.5,0
5,75.99,2,One-Year,No,29.4,0
36,34.91,1,One-Year,Yes,96.9,0
54,112.85,0,One-Year,Yes,153.7,0
36,48.31,1,Month-to-Month,Yes,344.8,0
69,42.96,1,Month-to-Month,Yes,439.2,0
39,66.58,3,Two-Year,No,401.3,1
70,104.93,0,Month-to-Month,Yes,99.2,0
4,50.42,2,Two-Year,Yes,287.0,0
65,43.88,1,Month-to-Month,Yes,24.7,0
40,21.29,1,One-Year,Yes,162.2,0
37,81.31,4,Month-to-Month,Yes,404.9,1
67,75.72,5,Month-to-Month,Yes,233.8,1
31,50.4,0,Month-to-Month,No,83.5,0
47,26.97,1,One-Year,Yes,224.9,0
27,75.8,0,Month-to-Month,Yes,107.0,0
51,122.47,2,One-Year,Yes,202.7,0
20,112.99,1,Month-to-Month,Yes,249.0,0
13,131.9,0,Month-to-Month,Yes,181.3,1
63,21.25,1,Two-Year,Yes,469.1,0
44,145.63,3,Two-Year,No,285.6,0
24,64.38,1,One-Year,Yes,423.0,0
3,148.75,1,Month-to-Month,No,382.8,1
10,52.84,1,Month-to-Month,Yes,334.0,1
65,81.3,2,Two-Year,Yes,253.5,0
49,66.01,3,Month-to-Month,Yes,11.1,0
58,66.25,1,Two-Year,Yes,310.6,0
2,129.5,1,Month-to-Month,Yes,184.4,1
66,117.03,1,Two-Year,Yes,67.7,0
31,148.98,2,Month-to-Month,Yes,227.9,0
68,99.76,1,Month-to-Month,Yes,370.4,0
37,80.22,2,One-Year,Yes,481.2,0
24,31.71,1,Two-Year,No,193.3,0
44,149.55,0,Two-Year,No,275.9,0
41,91.7,1,One-Year,Yes,427.1,1
51,111.06,0,One-Year,Yes,173.7,0
42,72.88,1,One-Year,Yes,79.7,0
40,91.2,3,One-Year,Yes,148.1,0
48,142.54,2,Two-Year,No,450.6,0
4,41.63,3,Month-to-Month,Yes,88.1,1
60,58.01,2,One-Year,Yes,171.3,0
39,39.77,2,One-Year,No,237.7,0
5,122.99,2,One-Year,No,425.1,1
6,28.07,2,Two-Year,No,469.5,0
14,30.61,0,Month-to-Month,No,218.6,0
70,58.8,0,Month-to-Month,No,466.7,1
12,86.84,2,Month-to-Month,Yes,89.1,0
62,72.82,1,Month-to-Month,Yes,86.9,1
27,25.83,0,Month-to-Month,Yes,475.1,0
54,144.47,1,Two-Year,Yes,259.7,0
12,143.87,1,One-Year,No,101.1,0
8,56.32,2,Two-Year,Yes,249.1,1
16,115.1,3,Month-to-Month,Yes,393.8,1
52,95.21,3,Two-Year,Yes,415.2,0
26,50.87,3,One-Year,Yes,433.3,0
8,54.08,0,Month-to-Month,No,289.1,0
45,83.85,1,One-Year,Yes,434.8,0
19,74.5,3,Two-Year,Yes,259.9,0
17,57.86,2,Month-to-Month,Yes,307.5,0
65,124.98,0,One-Year,Yes,381.8,0
29,82.59,2,Two-Year,No,218.5,0
14,105.13,2,Month-to-Month,Yes,46.1,0
17,44.61,1,One-Year,No,181.6,0
13,89.36,2,Month-to-Month,No,315.7,0
63,61.34,2,Month-to-Month,No,104.2,0
33,88.43,0,One-Year,Yes,82.7,0
29,121.51,0,Month-to-Month,No,153.6,1
37,119.96,3,One-Year,Yes,25.7,0
