sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price
1838.8,4,3.9,9.08,1966,3,717900.0
2608.6,3,2.9,4.15,1967,1,660200.0
2760.7,3,3.4,5.96,1975,1,761500.0
2499.2,3,2.9,4.24,1962,2,661500.0
1784.2,3,3.7,2.13,2004,3,529700.0
2201.9,3,3.5,6.3,1969,1,672100.0
1987.9,2,2.4,5.73,2009,1,599100.0
1548.1,3,3.3,2.83,1966,2,450100.0
2162.2,3,3.7,5.07,1980,2,641100.0
1410.5,3,3.3,8.17,2012,0,574800.0
2593.8,4,3.7,6.31,2021,2,805600.0
1767.7,1,1.6,1.87,1996,1,427300.0
2100.6,2,2.8,5.93,1990,2,637400.0
2141.6,1,1.9,7.32,1982,2,642500.0
1870.5,4,4.2,8.13,2016,2,718500.0
2293.3,3,3.6,6.66,1986,1,691500.0
1762.5,2,2.9,2.37,2015,1,490300.0
2435.6,3,3.7,7.39,1981,1,740800.0
1327.0,3,2.8,7.1,1998,2,548300.0
2063.2,4,4.0,1.22,2016,1,564600.0
2969.5,3,3.5,4.71,2021,1,823500.0
1499.8,3,3.5,4.0,1986,1,472800.0
1661.1,4,4.1,7.02,2013,2,645300.0
2257.0,2,2.2,2.95,2008,1,561100.0
2089.8,2,2.8,6.32,1963,1,615700.0
2175.3,3,3.5,9.22,1983,1,720700.0
2244.6,5,4.3,8.18,1982,2,768600.0
2317.4,3,3.2,9.29,2007,2,784900.0
2554.8,1,1.4,9.81,1978,2,775500.0
2204.9,2,2.3,1.1,2001,2,526400.0
1879.4,3,2.8,6.6,1962,3,604700.0
2336.3,2,2.4,4.72,1986,1,649600.0
2949.9,3,3.3,8.74,1962,3,869900.0
1933.7,5,4.9,3.27,1987,0,576700.0
1512.7,3,3.4,9.83,2022,1,659700.0
2553.5,3,3.6,6.52,1976,2,768400.0
1939.8,3,3.0,8.14,1990,1,664200.0
913.7,2,2.1,1.77,1969,1,270800.0
2423.7,4,4.4,2.65,2008,1,653500.0
1732.3,3,2.9,7.83,1981,2,615800.0
1954.7,3,3.7,1.2,1989,1,495500.0
2166.0,3,3.6,8.35,2021,2,736500.0
2095.2,3,3.3,1.13,2008,2,531400.0
2354.7,3,3.7,6.91,1980,2,709700.0
1782.3,1,1.3,4.29,1995,1,505400.0
2256.6,4,3.8,6.5,2012,3,740200.0
1870.2,4,4.1,7.26,1982,1,651900.0
2369.4,3,3.1,4.08,1997,0,659400.0
2307.7,5,5.2,1.97,1971,0,630300.0
1532.3,2,2.1,1.63,1984,2,406600.0
2543.0,3,3.3,6.3,2013,0,732800.0
1732.0,3,3.3,5.69,2016,0,570300.0
2404.0,3,3.4,7.68,1979,1,746100.0
2183.6,3,3.0,5.59,2008,1,659100.0
2919.1,2,2.4,4.8,2008,2,756900.0
1888.3,2,2.8,4.58,2001,2,558700.0
1825.3,3,2.9,1.24,1966,2,452600.0
1990.3,2,2.8,4.02,1988,1,559600.0
1848.4,3,3.3,9.78,2007,1,689800.0
2400.0,2,2.8,8.86,1988,3,784500.0
1191.8,1,2.0,3.96,1972,0,354200.0
1473.2,3,3.0,6.29,1962,2,522800.0
1466.1,3,3.3,8.63,1961,1,554900.0
2475.2,4,4.4,4.97,1975,3,724400.0
2855.3,3,3.2,1.16,1989,1,654700.0
1947.8,2,3.0,1.67,1997,1,497200.0
1915.6,4,4.0,5.59,1965,2,638700.0
2035.0,3,2.9,9.72,2004,2,747100.0
2580.9,1,1.6,7.24,1966,1,682600.0
1536.3,3,3.7,1.64,1964,2,419400.0
2119.2,4,3.8,2.7,2015,2,627600.0
2487.6,3,3.6,7.94,1966,0,758800.0
2250.5,2,2.9,8.57,1993,0,714900.0
2094.8,2,2.4,6.56,2022,1,669800.0
2500.5,2,2.1,6.8,1991,0,709200.0
648.4,3,3.5,1.26,2008,2,314800.0
2338.9,3,3.1,8.46,1972,1,705000.0
1673.0,1,2.0,8.09,1989,1,585700.0
1084.7,4,3.9,3.33,1984,1,429300.0
2255.6,4,4.0,7.38,1980,2,714400.0
2686.8,3,3.5,2.93,2019,0,677900.0
1931.3,4,3.9,1.36,2018,0,522100.0
2476.4,1,1.7,2.81,1980,0,556500.0
2806.1,3,3.1,2.61,1987,3,696900.0
2657.5,3,3.1,4.04,2007,0,702800.0
2820.0,4,4.0,4.77,2017,2,813300.0
2371.1,4,4.3,5.58,1979,0,709200.0
2037.7,2,2.4,5.29,1993,0,571700.0
1199.0,4,4.0,3.44,1964,2,420300.0
1877.0,2,2.7,1.26,1977,1,475200.0
1578.4,4,3.8,6.45,2019,3,637800.0
3085.5,5,4.5,4.56,1998,3,860100.0
1912.1,2,2.9,3.69,2002,2,561900.0
2061.6,3,3.5,8.8,2016,2,742500.0
2275.7,1,1.8,7.72,2016,1,701900.0
2021.8,3,3.4,8.72,1970,1,680700.0
2847.5,3,2.8,5.45,2013,3,804000.0
1688.7,3,3.4,2.18,1976,2,454400.0
2097.3,4,4.0,7.27,2007,2,714400.0
1628.8,3,3.3,2.85,2004,1,484200.0
1340.0,3,3.1,4.97,1981,0,458900.0
1694.1,4,3.6,1.59,1996,3,492700.0
1981.5,5,4.4,8.43,1979,1,712400.0
1785.3,1,2.2,2.13,2007,1,441000.0
1653.8,5,4.7,9.13,2019,0,712700.0
1296.8,1,1.7,8.78,2013,2,549400.0
1958.4,4,3.6,5.18,2013,0,602100.0
1247.6,2,2.0,7.7,2007,2,516100.0
2380.0,2,2.7,6.58,2007,0,697800.0
2041.2,3,3.3,8.23,2005,2,705600.0
1271.2,3,3.3,4.89,1965,2,449100.0
1845.4,3,3.0,8.07,1993,1,650300.0
1623.9,1,2.0,5.16,2022,2,535100.0
2159.6,3,2.9,9.47,1973,1,704100.0
2670.2,4,3.7,5.38,2007,1,775300.0
1062.4,3,3.2,5.16,1982,2,429300.0
2057.5,2,2.3,8.07,2021,1,688100.0
1919.9,3,3.0,8.39,1979,1,661100.0
2335.7,1,1.9,5.99,1972,1,619700.0
2106.6,4,4.2,2.62,2006,1,586500.0
1624.0,4,4.3,5.21,2003,2,584300.0
1840.5,3,3.2,9.71,2000,1,723900.0
1602.0,3,2.8,7.78,1991,3,595800.0
2538.0,4,3.8,8.3,1985,3,845300.0
2010.7,3,3.7,1.3,2009,0,519000.0
2950.6,4,4.1,5.21,2012,1,822700.0
1969.7,3,3.5,6.82,1973,2,626100.0
1645.8,4,3.5,8.47,2011,1,649200.0
1243.1,3,3.3,1.44,2016,0,381700.0
1098.4,3,2.8,8.67,1995,1,515400.0
1207.9,5,4.8,5.94,1967,2,520900.0
2133.6,3,3.7,2.78,1999,2,587900.0
2254.4,3,3.7,3.86,1981,0,636100.0
1209.4,2,2.5,3.54,1981,0,365400.0
2447.5,3,3.2,5.78,1975,3,711900.0
1758.5,3,3.7,1.47,1986,2,487100.0
2073.4,2,2.7,2.43,2015,2,544200.0
2806.1,1,1.3,8.31,2019,2,821100.0
2448.4,3,3.2,2.19,2020,1,631000.0
1865.7,4,3.7,3.1,2019,2,547600.0
1554.4,3,3.2,5.08,1969,1,517300.0
924.1,2,2.5,5.65,1984,1,380100.0
1640.4,3,3.3,7.87,1990,2,605000.0
1894.4,1,1.6,5.03,1980,1,537200.0
1506.4,3,2.9,8.11,1986,3,599300.0
1934.4,2,2.5,6.57,1976,1,608900.0
2038.4,2,2.8,2.02,1992,3,554700.0
1887.6,2,2.7,2.41,1990,3,506700.0
1675.0,3,3.1,4.93,2009,1,568100.0
2084.3,1,2.2,4.57,2001,2,572300.0
2221.0,3,3.7,7.69,1985,1,745000.0
1454.8,3,3.0,6.23,1980,3,534100.0
2705.5,3,2.8,4.49,1995,1,731300.0
1950.7,3,3.5,2.54,1960,2,534200.0
2009.4,4,4.3,3.04,1963,1,566500.0
2354.1,2,3.0,6.18,1963,1,646600.0
2116.6,3,3.6,4.81,1985,1,617200.0
2476.6,1,1.9,5.63,1963,1,604500.0
2143.6,1,1.8,2.54,2008,2,547600.0
1693.8,3,2.8,6.97,1968,2,589300.0
2180.8,3,3.0,8.67,1989,2,735600.0
1428.1,4,4.0,3.32,2010,1,453500.0
2054.3,3,3.4,5.42,2004,1,617400.0
1983.4,5,4.8,9.78,1963,0,725300.0
1895.9,1,2.0,4.0,1964,2,507800.0
1935.7,1,1.5,6.36,2020,3,622700.0
1059.1,1,1.8,1.81,2004,1,315200.0
1725.6,2,2.1,6.45,1982,0,554300.0
2046.4,3,3.2,1.81,1975,1,503500.0
2079.9,3,3.5,9.63,1981,2,748200.0
1486.2,1,1.9,7.44,1996,2,547300.0
2632.9,4,4.5,8.09,1967,2,821500.0
1566.9,4,3.8,7.34,2007,1,615900.0
2484.7,2,2.5,6.31,2021,2,761200.0
2213.6,1,1.6,5.05,1992,2,611900.0
1676.9,2,2.4,8.73,2014,1,617400.0
2887.7,2,2.9,9.61,2019,2,895800.0
1403.2,2,2.7,5.49,1997,0,493100.0
2459.6,3,3.6,9.38,2002,1,800300.0
2500.3,2,2.2,6.25,1975,2,711000.0
1664.7,3,3.6,5.85,1964,1,552900.0
2696.2,5,4.3,5.09,1975,2,736000.0
1875.0,3,3.6,2.88,1966,2,527100.0
2144.3,4,3.8,1.03,2010,1,561300.0
2130.2,2,2.3,3.17,1960,2,548400.0
1932.8,3,3.3,5.59,1968,2,612800.0
2405.4,3,3.7,4.42,1977,1,659400.0
2396.7,1,1.3,5.04,2004,0,648100.0
1125.7,1,1.6,9.83,2017,1,535400.0
2652.2,3,3.6,4.15,2006,0,715600.0
1168.8,3,3.1,5.07,1962,0,433000.0
2516.3,3,2.9,2.2,1983,1,614700.0
2563.4,3,3.2,1.43,1987,1,623900.0
1454.5,3,3.1,7.98,1969,3,571800.0
1794.6,1,2.2,6.14,1968,1,527900.0
1447.1,2,2.8,7.85,1972,2,530200.0
1892.5,2,2.5,2.35,2007,2,520600.0
1846.0,1,2.2,6.15,1994,2,579400.0
2389.8,5,4.7,3.28,2013,1,713700.0
2655.2,3,2.8,3.05,1982,3,692300.0
2697.8,3,3.0,1.1,2006,2,646700.0
1718.9,2,2.4,2.17,1976,2,437700.0
1895.4,3,2.9,3.78,2005,1,568000.0
1158.3,2,2.9,2.05,1966,0,346000.0
1597.1,1,2.0,9.87,2011,2,645400.0
2482.4,2,2.3,3.78,1975,0,627100.0
2807.8,4,4.1,2.17,2012,1,717300.0
1382.8,3,3.5,2.79,1999,1,439900.0
1703.8,3,3.7,6.29,1995,2,590300.0
1986.8,3,3.6,1.58,2022,3,564000.0
2140.1,4,4.0,8.76,1979,1,736300.0
1595.2,1,2.0,9.65,1983,2,609000.0
2212.0,2,2.6,3.22,2006,2,594700.0
1763.1,2,2.6,5.05,1964,1,516000.0
1992.8,4,3.6,1.2,2004,3,545400.0
2273.1,5,4.4,6.77,1965,2,744200.0
2003.2,2,2.5,4.73,1987,2,581500.0
1781.8,4,3.8,3.43,2018,1,565900.0
1945.2,4,3.5,2.86,2021,2,581300.0
1955.8,2,2.7,6.89,1964,1,579800.0
1815.0,3,2.8,4.75,2008,1,592000.0
1870.6,3,3.3,2.62,1998,1,535500.0
2799.3,5,4.8,7.2,1997,2,841800.0
2280.5,2,3.0,6.09,1961,2,660900.0
1852.3,4,4.0,8.73,2002,1,717000.0
2348.5,2,2.1,2.06,1998,0,561600.0
1833.1,3,3.3,8.07,2013,2,702700.0
2586.6,3,3.6,7.06,1980,1,759600.0
2184.8,3,3.7,2.04,1999,2,563500.0
1946.3,4,3.9,7.25,1996,0,672800.0
2223.9,4,3.8,4.97,2018,1,690300.0
1214.6,4,4.4,9.5,1977,3,603600.0
1436.6,1,1.4,2.27,2013,0,398300.0
1403.0,3,3.4,6.79,2007,1,530600.0
2071.5,2,2.4,4.44,2005,1,603500.0
2866.3,3,2.8,9.61,1971,3,860400.0
3115.7,3,3.1,3.97,1976,2,760300.0
2319.0,3,3.0,9.66,1996,1,777000.0
2250.4,3,3.4,9.11,2005,0,761200.0
1099.5,5,5.2,3.43,1997,2,473200.0
1728.7,2,2.3,8.23,1974,1,584600.0
1606.1,3,3.6,9.96,1966,2,643500.0
1689.6,3,2.8,3.27,1973,0,458000.0
1915.9,2,2.5,4.93,2009,0,564000.0
1764.0,2,2.1,5.68,1960,2,550900.0
1010.4,4,4.4,3.65,1997,1,425600.0
2374.0,4,4.3,1.14,1962,2,601800.0
1463.6,4,4.2,2.98,1996,0,499000.0
2119.6,5,5.1,3.54,2003,1,641700.0
3037.0,2,2.6,4.99,1990,3,783900.0
1540.3,3,3.7,2.54,2002,1,506300.0
734.9,3,3.5,8.86,1972,2,492000.0
1857.0,3,3.7,7.34,2007,1,629800.0
2550.5,3,3.3,1.77,2022,2,663300.0
2979.2,3,2.9,6.85,1977,2,820900.0
1385.2,3,3.3,6.88,2022,1,578000.0
2248.3,3,2.9,9.61,1976,2,746300.0
1767.3,2,2.6,1.03,1976,2,425200.0
1947.0,3,3.2,3.23,2020,1,562500.0
3322.2,3,3.4,9.35,1970,2,937000.0
1248.5,3,2.8,9.39,1979,2,585500.0
2126.9,2,2.2,7.49,1969,1,625900.0
2233.8,3,3.2,7.89,1988,1,705800.0
2542.9,1,2.2,1.82,2007,1,565500.0
2049.0,3,3.1,5.62,1993,1,643100.0
2154.0,4,3.9,3.08,1976,2,623500.0
1804.2,3,3.5,2.63,2013,1,525000.0
2134.6,2,2.6,8.29,2021,3,727100.0
1828.4,3,3.0,2.22,2011,1,523100.0
2310.8,3,3.2,5.22,2001,1,694700.0
1815.2,4,3.7,9.45,1972,2,703000.0
2188.6,3,3.7,2.67,2003,2,594100.0
1985.4,3,2.9,9.8,2006,2,714700.0
2563.0,3,3.1,9.95,1998,0,805900.0
1974.3,2,2.0,6.0,2023,1,620900.0
1113.5,2,2.2,2.53,1986,1,341100.0
2631.0,3,3.5,3.84,2013,3,732000.0
1547.1,3,3.0,4.82,2012,1,523300.0
1673.1,3,2.8,3.78,1985,2,498500.0
1702.2,2,2.5,3.53,1987,2,478500.0
2687.2,1,1.3,9.75,1972,1,801100.0
932.2,3,2.8,2.38,1971,2,348000.0
3568.9,2,2.8,7.6,2003,2,976400.0
2528.0,3,3.5,1.0,1987,2,616800.0
2111.6,1,2.2,6.37,1961,1,585000.0
1972.6,3,3.6,9.24,1996,1,733000.0
2142.8,4,4.2,3.59,2016,1,640200.0
2260.6,2,2.1,2.67,2016,0,577000.0
2322.6,3,3.5,6.87,1993,2,722500.0
2277.8,1,2.1,7.41,1982,2,628900.0
2044.8,3,3.5,7.19,2017,1,714500.0
1901.3,3,3.3,3.87,2021,2,599900.0
1924.4,3,3.0,3.27,2011,2,574900.0
1902.5,3,3.6,9.6,2004,1,715000.0
2566.9,4,4.2,9.31,1988,0,830000.0
2296.8,2,3.0,5.12,1994,2,645600.0
600.0,1,1.4,8.62,1970,2,392400.0
2328.0,4,3.7,5.07,2007,2,688200.0
2097.4,3,3.0,4.82,1992,0,607400.0
1990.6,4,4.3,2.41,2010,1,588600.0
1805.7,3,2.9,4.84,1970,0,530800.0
2562.1,4,3.6,5.84,1968,2,742300.0
2473.8,3,3.7,1.2,1973,2,580300.0
1613.6,3,2.8,5.0,2022,0,529100.0
2203.5,4,4.3,8.03,1968,2,739000.0
1514.2,3,3.1,7.12,1998,2,593300.0
1310.2,2,2.8,6.72,2007,2,496800.0
1686.6,2,2.6,9.19,1962,3,633900.0
2431.2,2,2.9,1.16,1988,0,545700.0
2476.6,2,2.9,6.01,1978,3,702400.0
2256.5,2,2.0,8.09,1995,0,670200.0
2362.5,3,2.8,5.87,1991,1,672700.0
2258.1,3,3.0,3.92,1966,2,624600.0
1679.3,3,3.4,2.23,2014,3,517400.0
2216.0,3,3.6,8.99,1987,2,747600.0
2400.2,1,1.7,5.24,2003,2,651000.0
2377.1,1,1.9,8.9,2021,2,764400.0
2594.5,2,2.2,6.27,1977,2,720400.0
2354.2,3,3.6,7.07,2019,0,734700.0
2175.7,2,3.0,8.24,2022,2,749600.0
2535.1,2,2.3,6.93,1964,1,715000.0
1986.7,3,3.2,4.58,1982,1,589400.0
1559.1,4,3.6,5.62,2014,1,578400.0
1918.5,1,1.8,8.23,1981,2,634300.0
1627.5,3,3.3,4.36,1985,3,541300.0
